/home/kazuki/self-driving/track-dataset/IMG/center_2018_07_31_17_38_15_852.jpg,/home/kazuki/self-driving/track-dataset/IMG/left_2018_07_31_17_38_15_852.jpg,/home/kazuki/self-driving/track-dataset/IMG/right_2018_07_31_17_38_15_852.jpg,0,1,0,11.28957
/home/kazuki/self-driving/track-dataset/IMG/center_2018_07_31_17_38_15_925.jpg,/home/kazuki/self-driving/track-dataset/IMG/left_2018_07_31_17_38_15_925.jpg,/home/kazuki/self-driving/track-dataset/IMG/right_2018_07_31_17_38_15_925.jpg,0,1,0,11.91726
/home/kazuki/self-driving/track-dataset/IMG/center_2018_07_31_17_38_16_000.jpg,/home/kazuki/self-driving/track-dataset/IMG/left_2018_07_31_17_38_16_000.jpg,/home/kazuki/self-driving/track-dataset/IMG/right_2018_07_31_17_38_16_000.jpg,-0.2,1,0,13.04629
/home/kazuki/self-driving/track-dataset/IMG/center_2018_07_31_17_38_16_071.jpg,/home/kazuki/self-driving/track-dataset/IMG/left_2018_07_31_17_38_16_071.jpg,/home/kazuki/self-driving/track-dataset/IMG/right_2018_07_31_17_38_16_071.jpg,-0.3536274,1,0,13.71988
/home/kazuki/self-driving/track-dataset/IMG/center_2018_07_31_17_38_16_148.jpg,/home/kazuki/self-driving/track-dataset/IMG/left_2018_07_31_17_38_16_148.jpg,/home/kazuki/self-driving/track-dataset/IMG/right_2018_07_31_17_38_16_148.jpg,-0.1292481,1,0,14.59634
/home/kazuki/self-driving/track-dataset/IMG/center_2018_07_31_17_38_16_223.jpg,/home/kazuki/self-driving/track-dataset/IMG/left_2018_07_31_17_38_16_223.jpg,/home/kazuki/self-driving/track-dataset/IMG/right_2018_07_31_17_38_16_223.jpg,0,1,0,15.44824
/home/kazuki/self-driving/track-dataset/IMG/center_2018_07_31_17_38_16_296.jpg,/home/kazuki/self-driving/track-dataset/IMG/left_2018_07_31_17_38_16_296.jpg,/home/kazuki/self-driving/track-dataset/IMG/right_2018_07_31_17_38_16_296.jpg,-0.05,1,0,16.28618
/home/kazuki/self-driving/track-dataset/IMG/center_2018_07_31_17_38_16_368.jpg,/home/kazuki/self-driving/track-dataset/IMG/left_2018_07_31_17_38_16_368.jpg,/home/kazuki/self-driving/track-dataset/IMG/right_2018_07_31_17_38_16_368.jpg,-0.2,1,0,16.66741
/home/kazuki/self-driving/track-dataset/IMG/center_2018_07_31_17_38_16_436.jpg,/home/kazuki/self-driving/track-dataset/IMG/left_2018_07_31_17_38_16_436.jpg,/home/kazuki/self-driving/track-dataset/IMG/right_2018_07_31_17_38_16_436.jpg,-0.4,1,0,17.46922
/home/kazuki/self-driving/track-dataset/IMG/center_2018_07_31_17_38_16_504.jpg,/home/kazuki/self-driving/track-dataset/IMG/left_2018_07_31_17_38_16_504.jpg,/home/kazuki/self-driving/track-dataset/IMG/right_2018_07_31_17_38_16_504.jpg,-0.4691133,1,0,18.20314
/home/kazuki/self-driving/track-dataset/IMG/center_2018_07_31_17_38_16_571.jpg,/home/kazuki/self-driving/track-dataset/IMG/left_2018_07_31_17_38_16_571.jpg,/home/kazuki/self-driving/track-dataset/IMG/right_2018_07_31_17_38_16_571.jpg,-0.2970815,1,0,18.65283
/home/kazuki/self-driving/track-dataset/IMG/center_2018_07_31_17_38_16_648.jpg,/home/kazuki/self-driving/track-dataset/IMG/left_2018_07_31_17_38_16_648.jpg,/home/kazuki/self-driving/track-dataset/IMG/right_2018_07_31_17_38_16_648.jpg,-0.06961226,1,0,19.48727
/home/kazuki/self-driving/track-dataset/IMG/center_2018_07_31_17_38_16_719.jpg,/home/kazuki/self-driving/track-dataset/IMG/left_2018_07_31_17_38_16_719.jpg,/home/kazuki/self-driving/track-dataset/IMG/right_2018_07_31_17_38_16_719.jpg,0,1,0,20.29972
/home/kazuki/self-driving/track-dataset/IMG/center_2018_07_31_17_38_16_794.jpg,/home/kazuki/self-driving/track-dataset/IMG/left_2018_07_31_17_38_16_794.jpg,/home/kazuki/self-driving/track-dataset/IMG/right_2018_07_31_17_38_16_794.jpg,0,1,0,20.99286
/home/kazuki/self-driving/track-dataset/IMG/center_2018_07_31_17_38_16_861.jpg,/home/kazuki/self-driving/track-dataset/IMG/left_2018_07_31_17_38_16_861.jpg,/home/kazuki/self-driving/track-dataset/IMG/right_2018_07_31_17_38_16_861.jpg,-0.2,1,0,21.76896
/home/kazuki/self-driving/track-dataset/IMG/center_2018_07_31_17_38_16_940.jpg,/home/kazuki/self-driving/track-dataset/IMG/left_2018_07_31_17_38_16_940.jpg,/home/kazuki/self-driving/track-dataset/IMG/right_2018_07_31_17_38_16_940.jpg,-0.2526662,1,0,22.50471
/home/kazuki/self-driving/track-dataset/IMG/center_2018_07_31_17_38_17_008.jpg,/home/kazuki/self-driving/track-dataset/IMG/left_2018_07_31_17_38_17_008.jpg,/home/kazuki/self-driving/track-dataset/IMG/right_2018_07_31_17_38_17_008.jpg,-0.07575989,1,0,23.07398
/home/kazuki/self-driving/track-dataset/IMG/center_2018_07_31_17_38_17_084.jpg,/home/kazuki/self-driving/track-dataset/IMG/left_2018_07_31_17_38_17_084.jpg,/home/kazuki/self-driving/track-dataset/IMG/right_2018_07_31_17_38_17_084.jpg,0,1,0,23.85397
/home/kazuki/self-driving/track-dataset/IMG/center_2018_07_31_17_38_17_156.jpg,/home/kazuki/self-driving/track-dataset/IMG/left_2018_07_31_17_38_17_156.jpg,/home/kazuki/self-driving/track-dataset/IMG/right_2018_07_31_17_38_17_156.jpg,0,1,0,24.6302
/home/kazuki/self-driving/track-dataset/IMG/center_2018_07_31_17_38_17_226.jpg,/home/kazuki/self-driving/track-dataset/IMG/left_2018_07_31_17_38_17_226.jpg,/home/kazuki/self-driving/track-dataset/IMG/right_2018_07_31_17_38_17_226.jpg,-0.1,1,0,25.20745
/home/kazuki/self-driving/track-dataset/IMG/center_2018_07_31_17_38_17_301.jpg,/home/kazuki/self-driving/track-dataset/IMG/left_2018_07_31_17_38_17_301.jpg,/home/kazuki/self-driving/track-dataset/IMG/right_2018_07_31_17_38_17_301.jpg,-0.3,1,0,25.9309
/home/kazuki/self-driving/track-dataset/IMG/center_2018_07_31_17_38_17_376.jpg,/home/kazuki/self-driving/track-dataset/IMG/left_2018_07_31_17_38_17_376.jpg,/home/kazuki/self-driving/track-dataset/IMG/right_2018_07_31_17_38_17_376.jpg,-0.1775823,1,0,26.65544
/home/kazuki/self-driving/track-dataset/IMG/center_2018_07_31_17_38_17_449.jpg,/home/kazuki/self-driving/track-dataset/IMG/left_2018_07_31_17_38_17_449.jpg,/home/kazuki/self-driving/track-dataset/IMG/right_2018_07_31_17_38_17_449.jpg,0,1,0,27.22007
/home/kazuki/self-driving/track-dataset/IMG/center_2018_07_31_17_38_17_519.jpg,/home/kazuki/self-driving/track-dataset/IMG/left_2018_07_31_17_38_17_519.jpg,/home/kazuki/self-driving/track-dataset/IMG/right_2018_07_31_17_38_17_519.jpg,0,1,0,27.9634
/home/kazuki/self-driving/track-dataset/IMG/center_2018_07_31_17_38_17_590.jpg,/home/kazuki/self-driving/track-dataset/IMG/left_2018_07_31_17_38_17_590.jpg,/home/kazuki/self-driving/track-dataset/IMG/right_2018_07_31_17_38_17_590.jpg,-0.15,1,0,28.51706
/home/kazuki/self-driving/track-dataset/IMG/center_2018_07_31_17_38_17_665.jpg,/home/kazuki/self-driving/track-dataset/IMG/left_2018_07_31_17_38_17_665.jpg,/home/kazuki/self-driving/track-dataset/IMG/right_2018_07_31_17_38_17_665.jpg,-0.35,1,0,29.19851
/home/kazuki/self-driving/track-dataset/IMG/center_2018_07_31_17_38_17_744.jpg,/home/kazuki/self-driving/track-dataset/IMG/left_2018_07_31_17_38_17_744.jpg,/home/kazuki/self-driving/track-dataset/IMG/right_2018_07_31_17_38_17_744.jpg,-0.3815159,1,0,29.81346
